0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0,0,0,0,0,0,87.357656,168.18602,238.732151,293.469223,328.713837,341.751139,331.447881,298.373116,244.29786,173.224359,89.671651,0,0,0,0,0,0,0
