0,0.486358
1,0.487435
2,0.488514
3,0.488802
4,0.489092
5,0.489735
6,0.490379
7,0.493798
8,0.497217
9,0.493519
10,0.489821
11,0.485579
12,0.481352
13,0.477296
14,0.473249
15,0.470473
16,0.4677
17,0.467654
18,0.467608
19,0.475609
20,0.483612
21,0.483269
22,0.482928
23,0.484642
24,0.486358
