0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,117.939
8,227.84
9,347.417
1,443.185
1.1,500.716
1.2,524.103
1.3,501.646
1.4,445.02
1.5,349.411
1.6,230.116
1.7,118.33
1.8,0
1.9,0
2,0
2.1,0
2.2,0
2.3,0
2.4,0
